1,鸦片战争前夕，影响近代中国的最主要的政治因素是,"<p>A. 清朝晚期政治腐败</p><p>B. 封建制度已经衰落</p><p>C. 军备废弛，防御力差</p><p>D. 战和方针举棋不定</p>",4,B,"鸦片战争前的中国，封建统治走向衰落，落后的生产关系严重制约着生产力的发展，国内阶级矛盾十分尖锐。 因此，衰落的封建制度成为影响近代中国的最主要的政治因素。答案为B",1,2
1,近代中国一切灾难的总根源是,"<p>A. 腐朽没落的清朝统治</p><p>B. 资本一帝国主义的侵略</p><p>C. 科学技术落后</p><p>D. 闭关锁国</p>",4,B,鸦片战争是中国近代史的开端。中国近代史是中华民族遭受外国资本一帝国主义侵略、压迫、掠夺、剥削的历史，同时也是中国人民反抗外来侵略的历史。资本一帝国主义的侵略是近代中国一切灾难的总根源。答案为B,1,2
1,中国封建社会政治的基本特征是,"<p>A. 高度中央集权的封建君主专制</p><p>B. 族权和政权相结合</p><p>C. 国家统一和各民族经济文化紧密联系</p><p>D. 结构稳定、延续，发展缓慢、迟滞</p>",4,A,中国封建社会的基本特征是在政治上实行高度中央集权的封建君主专制制度。答案为A,1,2
1,小农经济是中国封建社会的基本生产结构，其主要特征是,"<p>A. 个体家庭为单位并与家庭手工业结合的自给自足的自然经济</p><p>B. 以家族为单位的集体经济</p><p>C. 以机器为生产工具的工场经济</p><p>D. 个体家庭为单位并与家庭手工业结合的商业资本主义经济</p>",4,A,小农经济是封建社会的基本生产结构，其主要特征是个体家庭为单位并与家庭手工业结合的自给自足的自然经济，它曾有利于封建社会经济的发展和社会的稳定，但又束缚了生产力的发展。答案为A,1,2
1,1840年鸦片战争前，中国封建社会的主要矛盾是,"<p>A. 地主阶级和农民阶级的矛盾</p><p>B. 地主阶级和资产阶级的矛盾</p><p>C. 工人阶级和资产阶级的矛盾</p><p>D. 资产阶级和农民阶级的矛盾</p>",4,A,鸦片战争以前，中国封建社会的主要矛盾，是地主阶级和农民阶级的矛盾。答案为A。,1,2
1,清王朝由强盛转向衰落是在,"<p>A. 乾隆朝后期</p><p>B. 康熙朝后期</p><p>C. 雍正朝后期</p><p>D. 道光朝中期</p>",4,A,"清朝是中国历史上最后一个封建王朝，在其前期的康熙、雍正、乾隆三朝，中国国家统一，政权巩固，社会稳定，经济 繁荣，史称“康雍乾盛世”。乾隆朝后期，清王朝由强盛转向衰落。答案为A。",1,2
1,中国封建社会产生过诸多“盛世”，出现在清代的是,"<p>A. 文景之治</p><p>B. 贞观之治</p><p>C. 开元之治</p><p>D. 康雍乾盛世</p>",4,D,清朝是中国历史上的最后一个封建王朝。在清朝前期的康熙、雍正、乾隆三朝，中国国家统一，政权巩固，社会稳定，经济繁荣，史称“康雍乾盛世”。因此，“康雍乾盛世”出现在清代。答案为D。,1,2
1,鸦片战争前，西方资本主义经济的发展突出表现在,"<p>A. 资产阶级革命的爆发</p><p>B. 工业革命的发生</p><p>C. 机器大生产的实现</p><p>D. 蒸汽机的发明和推广</p>",4,B,至18世纪，资本主义制度在英国、美国、法国等欧美主要国家先后确立。资本主义经济的发展突出表现在工业革命的发生上。答案为B。,1,2
1,割让台湾全岛及所有附属岛屿和澎湖列岛给日本的不平等条约是,"<p>A. 《辛丑条约》</p><p>B. 《马关条约》</p><p>C. 《北京条约》</p><p>D. 《南京条约》</p>",4,B,1895年，中日《马关条约》签订，中国割让辽东半岛（后由中国政府以3000万两白银赎回）、台湾全岛及所有附属各岛屿和澎湖列岛给日本。答案为B。,1,2
1,下列在中国封建社会的封建宗法等级制度中不占主导地位的是,"<p>A. 君权</p><p>B. 父权</p><p>C. 夫权</p><p>D. 子权</p>",4,D,"中国的封建社会在社会结构上的特点是族权和政权相结合的封建宗法等级制度，核心是宗族家长制，君权、父 权、夫权占主导地位。答案为D",1,2
